,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
28,Allegan,2276,Valid,H5,32000.0,Fell,1899.0,42.53333,-85.88333,"(42.53333, -85.88333)"
29,Allende,2278,Valid,CV3,2000000.0,Fell,1969.0,26.96667,-105.31667,"(26.96667, -105.31667)"
34,Andover,2295,Valid,L6,3200.0,Fell,1898.0,44.61667,-70.75,"(44.61667, -70.75)"
46,Archie,2329,Valid,H6,5070.0,Fell,1932.0,38.5,-94.3,"(38.5, -94.3)"
49,Ash Creek,48954,Valid,L6,9500.0,Fell,2009.0,31.805,-97.01,"(31.805, -97.01)"
54,Athens,4885,Valid,LL6,265.0,Fell,1933.0,34.75,-87.0,"(34.75, -87.0)"
55,Atoka,4888,Valid,L6,1384.2,Fell,1945.0,34.31667,-96.15,"(34.31667, -96.15)"
62,Avilez,4907,Valid,H,146.0,Fell,1855.0,25.0,-103.5,"(25.0, -103.5)"
64,Aztec,4913,Valid,L6,2830.0,Fell,1938.0,36.8,-108.0,"(36.8, -108.0)"
67,Bald Mountain,4925,Valid,L4,3700.0,Fell,1929.0,35.96667,-82.48333,"(35.96667, -82.48333)"
68,Baldwyn,4926,Valid,L6,345.0,Fell,1922.0,34.5,-88.66667,"(34.5, -88.66667)"
84,Bath,4974,Valid,H4,21000.0,Fell,1892.0,45.41667,-98.31667,"(45.41667, -98.31667)"
85,Bath Furnace,4975,Valid,L6,86000.0,Fell,1902.0,38.25,-83.75,"(38.25, -83.75)"
86,Battle Mountain,56133,Valid,L6,2900.0,Fell,2012.0,40.66813,-117.18913,"(40.66813, -117.18913)"
88,Baxter,4977,Valid,L6,611.0,Fell,1916.0,36.75,-93.5,"(36.75, -93.5)"
89,Beardsley,4984,Valid,H5,16000.0,Fell,1929.0,39.8,-101.2,"(39.8, -101.2)"
92,Bells,5005,Valid,C2-ung,375.0,Fell,1961.0,33.6,-96.46667,"(33.6, -96.46667)"
97,Benld,5021,Valid,H6,1770.5,Fell,1938.0,39.08333,-89.15,"(39.08333, -89.15)"
100,Benton,5026,Valid,LL6,2840.0,Fell,1949.0,45.95,-67.55,"(45.95, -67.55)"
104,Berthoud,47355,Valid,Eucrite-mmict,960.0,Fell,2004.0,40.30583,-105.02325,"(40.30583, -105.02325)"
105,Bethlehem,5032,Valid,H,13.9,Fell,1859.0,42.53333,-73.83333,"(42.53333, -73.83333)"
118,Bishopville,5059,Valid,Aubrite,6000.0,Fell,1843.0,34.16667,-80.28333,"(34.16667, -80.28333)"
122,Black Moshannan Park,5065,Valid,L5,705.0,Fell,1941.0,40.91667,-78.08333,"(40.91667, -78.08333)"
123,Blackwell,5068,Valid,L5,2381.0,Fell,1906.0,36.83333,-97.33333,"(36.83333, -97.33333)"
124,Blanket,5071,Valid,L6,5100.0,Fell,1909.0,31.83333,-98.83333,"(31.83333, -98.83333)"
126,Bloomington,5076,Valid,LL6,67.8,Fell,1938.0,40.48,-89.00417,"(40.48, -89.00417)"
140,Bradford Woods,5128,Valid,L,762.0,Fell,1886.0,40.5,-80.08333,"(40.5, -80.08333)"
151,Burnwell,5175,Valid,H4-an,1504.0,Fell,1990.0,37.62194,-82.23722,"(37.62194, -82.23722)"
158,Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,1886.0,35.5,-93.5,"(35.5, -93.5)"
166,Canon City,5253,Valid,H6,1400.0,Fell,1973.0,38.47028,-105.24139,"(38.47028, -105.24139)"
167,Cape Girardeau,5260,Valid,H6,2300.0,Fell,1846.0,37.26667,-89.58333,"(37.26667, -89.58333)"
171,Castalia,5291,Valid,H5,7300.0,Fell,1874.0,36.08333,-78.06667,"(36.08333, -78.06667)"
173,Castine,5293,Valid,L6,94.0,Fell,1848.0,44.38333,-68.75,"(44.38333, -68.75)"
175,Caswell County,5296,Valid,OC,1360.0,Fell,1810.0,36.5,-79.25,"(36.5, -79.25)"
176,Ceniceros,5306,Valid,L3.7,1025.0,Fell,1988.0,26.46667,-105.23333,"(26.46667, -105.23333)"
177,Centerville,5307,Valid,H5,45.6,Fell,1956.0,43.2,-96.91667,"(43.2, -96.91667)"
187,Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,1835.0,36.16667,-87.33333,"(36.16667, -87.33333)"
197,Cherokee Springs,5340,Valid,LL6,8400.0,Fell,1933.0,35.03333,-81.88333,"(35.03333, -81.88333)"
202,Chicora,5349,Valid,LL6,303.0,Fell,1938.0,40.93333,-79.73333,"(40.93333, -79.73333)"
207,Claxton,5374,Valid,L6,1455.0,Fell,1984.0,32.1025,-81.87278,"(32.1025, -81.87278)"
209,Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,1917.0,44.9,-90.28333,"(44.9, -90.28333)"
211,Coleman,5401,Valid,L6,469.0,Fell,1994.0,43.76111,-84.50778,"(43.76111, -84.50778)"
216,Crescent,5470,Valid,CM2,78.4,Fell,1936.0,35.95,-97.58333,"(35.95, -97.58333)"
218,Cross Roads,5476,Valid,H5,167.0,Fell,1892.0,35.63333,-78.13333,"(35.63333, -78.13333)"
220,Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,1919.0,36.83333,-84.35,"(36.83333, -84.35)"
221,Cynthiana,5500,Valid,L/LL4,6000.0,Fell,1877.0,38.4,-84.25,"(38.4, -84.25)"
225,Danville,5514,Valid,L6,2000.0,Fell,1868.0,34.4,-87.06667,"(34.4, -87.06667)"
229,De Cewsville,6621,Valid,H6,340.0,Fell,1887.0,43.0,-80.0,"(43.0, -80.0)"
230,Deal,6634,Valid,L6,28.0,Fell,1829.0,40.25,-74.0,"(40.25, -74.0)"
233,Denver,6660,Valid,L6,230.0,Fell,1967.0,39.7825,-104.93056,"(39.7825, -104.93056)"
257,Drake Creek,7728,Valid,L6,5000.0,Fell,1827.0,36.4,-86.5,"(36.4, -86.5)"
258,Dresden (Ontario),7731,Valid,H6,47700.0,Fell,1939.0,42.52,-82.26,"(42.52, -82.26)"
269,Eagle,7760,Valid,EL6,10000.0,Fell,1947.0,40.78167,-96.47167,"(40.78167, -96.47167)"
275,El Paso de Aguila,45977,Valid,H5,17226.0,Fell,1977.0,25.37,-97.37,"(25.37, -97.37)"
277,Elbert,7822,Valid,LL6,680.5,Fell,1998.0,39.24667,-104.58817,"(39.24667, -104.58817)"
291,Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,Fell,1879.0,43.41667,-94.83333,"(43.41667, -94.83333)"
292,Farmington,10074,Valid,L5,89400.0,Fell,1890.0,39.75,-97.03333,"(39.75, -97.03333)"
293,Farmville,10075,Valid,H4,56000.0,Fell,1934.0,35.55,-77.53333,"(35.55, -77.53333)"
295,Fayetteville,10079,Valid,H4,2360.0,Fell,1934.0,36.05,-94.16667,"(36.05, -94.16667)"
297,Felix,10081,Valid,CO3.3,3200.0,Fell,1900.0,32.53333,-87.16667,"(32.53333, -87.16667)"
299,Ferguson,10088,Valid,OC,220.0,Fell,1889.0,36.1,-81.41667,"(36.1, -81.41667)"
301,Fisher,10107,Valid,L6,17600.0,Fell,1894.0,47.81667,-96.85,"(47.81667, -96.85)"
302,Florence,10111,Valid,H3,3640.0,Fell,1922.0,30.83333,-97.76667,"(30.83333, -97.76667)"
303,Forest City,10119,Valid,H5,152000.0,Fell,1890.0,43.25,-93.66667,"(43.25, -93.66667)"
305,Forksville,10123,Valid,L6,6067.0,Fell,1924.0,36.78333,-78.08333,"(36.78333, -78.08333)"
307,Forsyth,10164,Valid,L6,16300.0,Fell,1829.0,33.01667,-83.96667,"(33.01667, -83.96667)"
309,Frankfort (stone),10177,Valid,Howardite,650.0,Fell,1868.0,34.48333,-87.83333,"(34.48333, -87.83333)"
322,Garland,10861,Valid,Diogenite-pm,102.0,Fell,1950.0,41.68333,-112.13333,"(41.68333, -112.13333)"
338,Grimsby,50911,Valid,H5,215.0,Fell,2009.0,43.2,-79.61667,"(43.2, -79.61667)"
362,Hamlet,11485,Valid,LL4,3710.0,Fell,1959.0,41.38333,-86.6,"(41.38333, -86.6)"
365,Harleton,11830,Valid,L6,8360.0,Fell,1961.0,32.675,-94.51167,"(32.675, -94.51167)"
366,Harrison County,11842,Valid,L6,680.0,Fell,1859.0,38.25,-86.16667,"(38.25, -86.16667)"
380,Holbrook,11894,Valid,L/LL6,220000.0,Fell,1912.0,34.9,-110.18333,"(34.9, -110.18333)"
382,Homestead,11901,Valid,L5,230000.0,Fell,1875.0,41.8,-91.86667,"(41.8, -91.86667)"
385,Hoxie,11915,Valid,OC,266.1,Fell,1963.0,39.35,-100.45,"(39.35, -100.45)"
398,Independence,12028,Valid,L6,880.0,Fell,1917.0,39.08333,-94.4,"(39.08333, -94.4)"
422,Johnstown,12198,Valid,Diogenite,40300.0,Fell,1924.0,40.35,-104.9,"(40.35, -104.9)"
464,Kendleton,12275,Valid,L4,6937.0,Fell,1939.0,29.45,-96.0,"(29.45, -96.0)"
483,Kilbourn,12308,Valid,H5,772.0,Fell,1911.0,43.58333,-89.6,"(43.58333, -89.6)"
486,Kirbyville,12321,Valid,Eucrite-mmict,97.7,Fell,1906.0,30.75,-95.95,"(30.75, -95.95)"
488,Kitchener,12326,Valid,L6,202.6,Fell,1998.0,43.38333,-80.38333,"(43.38333, -80.38333)"
533,Leedey,12755,Valid,L6,51500.0,Fell,1943.0,35.88333,-99.33333,"(35.88333, -99.33333)"
536,Leighton,12760,Valid,H5,877.0,Fell,1907.0,34.58333,-87.5,"(34.58333, -87.5)"
546,Little Piney,14664,Valid,L5,491.0,Fell,1839.0,37.91667,-92.08333,"(37.91667, -92.08333)"
550,Lorton,52843,Valid,L6,329.7,Fell,2010.0,38.70066,-77.21163,"(38.70066, -77.21163)"
552,Lost City,14711,Valid,H5,17000.0,Fell,1970.0,36.00833,-95.15,"(36.00833, -95.15)"
553,Louisville,14716,Valid,L6,1300.0,Fell,1977.0,38.25,-85.75,"(38.25, -85.75)"
557,Lumpkin,14753,Valid,L6,340.0,Fell,1869.0,32.03333,-84.76667,"(32.03333, -84.76667)"
575,Malaga,15393,Valid,OC,150.0,Fell,1933.0,32.21667,-104.0,"(32.21667, -104.0)"
587,Mariaville,15419,Valid,Iron,340.0,Fell,1898.0,42.71667,-99.38333,"(42.71667, -99.38333)"
591,Marion (Iowa),15424,Valid,L6,28400.0,Fell,1847.0,41.9,-91.6,"(41.9, -91.6)"
595,Maryville,15436,Valid,L6,1443.0,Fell,1983.0,35.8,-84.1,"(35.8, -84.1)"
620,Mifflin,52090,Valid,L5,3584.0,Fell,2010.0,42.9075,-90.36556,"(42.9075, -90.36556)"
626,Miller (Arkansas),16645,Valid,H5,16700.0,Fell,1930.0,35.4,-92.05,"(35.4, -92.05)"
635,Modoc (1905),16711,Valid,L6,35000.0,Fell,1905.0,38.5,-101.1,"(38.5, -101.1)"
639,Monahans (1998),16719,Valid,H5,2587.0,Fell,1998.0,31.60833,-102.85833,"(31.60833, -102.85833)"
640,Monroe,16720,Valid,H4,8600.0,Fell,1849.0,35.25,-80.5,"(35.25, -80.5)"
646,Moore County,16736,Valid,Eucrite-cm,1880.0,Fell,1913.0,35.41667,-79.38333,"(35.41667, -79.38333)"
663,Murray,16882,Valid,CM2,12600.0,Fell,1950.0,36.6,-88.1,"(36.6, -88.1)"
674,Nanjemoy,16904,Valid,H6,7500.0,Fell,1825.0,38.41667,-77.16667,"(38.41667, -77.16667)"
688,New Concord,16953,Valid,L6,230000.0,Fell,1860.0,40.0,-81.76667,"(40.0, -81.76667)"
690,New Orleans,16960,Valid,H5,19256.0,Fell,2003.0,29.94718,-90.10976,"(29.94718, -90.10976)"
702,Nobleborough,16984,Valid,Eucrite-pmict,2300.0,Fell,1823.0,44.08333,-69.48333,"(44.08333, -69.48333)"
703,Noblesville,16985,Valid,H4-6,483.7,Fell,1991.0,40.08528,-86.055,"(40.08528, -86.055)"
706,Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,1918.0,36.21667,-92.26667,"(36.21667, -92.26667)"
707,Norton County,17922,Valid,Aubrite,1100000.0,Fell,1948.0,39.68333,-99.86667,"(39.68333, -99.86667)"
735,Orlando,34489,Valid,Eucrite,180.0,Fell,2004.0,28.5475,-81.36222,"(28.5475, -81.36222)"
741,Ottawa,18046,Valid,LL6,840.0,Fell,1896.0,38.6,-95.21667,"(38.6, -95.21667)"
752,Palahatchie,18073,Valid,OC,,Fell,1910.0,32.31667,-89.71667,"(32.31667, -89.71667)"
755,Palmyra,18079,Valid,L3,135.0,Fell,1926.0,39.8,-91.5,"(39.8, -91.5)"
760,Paragould,18101,Valid,LL5,408000.0,Fell,1930.0,36.06667,-90.5,"(36.06667, -90.5)"
763,Park Forest,18106,Valid,L5,18000.0,Fell,2003.0,41.48472,-87.67917,"(41.48472, -87.67917)"
766,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933.0,36.21667,-103.4,"(36.21667, -103.4)"
778,Peekskill,18782,Valid,H6,12570.0,Fell,1992.0,41.28333,-73.91667,"(41.28333, -73.91667)"
779,Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125, -103.11667)"
786,Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855.0,35.3,-86.63333,"(35.3, -86.63333)"
788,Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901.0,40.0,-99.25,"(40.0, -99.25)"
799,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921.0,31.95,-83.51667,"(31.95, -83.51667)"
800,Plantersville,18846,Valid,H6,2085.0,Fell,1930.0,30.7,-96.11667,"(30.7, -96.11667)"
809,Portales Valley,18874,Valid,H6,71400.0,Fell,1998.0,34.175,-103.295,"(34.175, -103.295)"
814,Pricetown,18888,Valid,L6,900.0,Fell,1893.0,39.11667,-83.85,"(39.11667, -83.85)"
841,Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007.0,38.13742,-119.75812,"(38.13742, -119.75812)"
850,Rich Mountain,22597,Valid,L6,668.0,Fell,1903.0,35.03333,-83.03333,"(35.03333, -83.03333)"
852,Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.88333, -102.31667)"
853,Richland Springs,22602,Valid,OC,1900.0,Fell,1980.0,31.25,-99.03333,"(31.25, -99.03333)"
854,Richmond,22603,Valid,LL5,1800.0,Fell,1828.0,37.46667,-77.5,"(37.46667, -77.5)"
857,Rochester,22637,Valid,H6,340.0,Fell,1876.0,41.08333,-86.28333,"(41.08333, -86.28333)"
861,Rose City,22766,Valid,H5,10600.0,Fell,1921.0,44.51667,-83.95,"(44.51667, -83.95)"
873,Salem,23107,Valid,L6,61.4,Fell,1981.0,44.97917,-122.96944,"(44.97917, -122.96944)"
877,San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973.0,33.48472,-117.6625,"(33.48472, -117.6625)"
893,Schenectady,23458,Valid,H5,283.3,Fell,1968.0,42.86083,-73.95028,"(42.86083, -73.95028)"
895,Searsmont,23472,Valid,H5,5400.0,Fell,1871.0,44.36667,-69.2,"(44.36667, -69.2)"
911,Sharps,23525,Valid,H3.4,1265.0,Fell,1921.0,37.83333,-76.7,"(37.83333, -76.7)"
912,Shelburne,23529,Valid,L5,18600.0,Fell,1904.0,44.05,-80.16667,"(44.05, -80.16667)"
927,Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933.0,42.58333,-103.66667,"(42.58333, -103.66667)"
946,St. Louis,23089,Valid,H4,1000.0,Fell,1950.0,38.7,-90.23333,"(38.7, -90.23333)"
948,St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919.0,38.16667,-76.38333,"(38.16667, -76.38333)"
958,Stratford,23728,Valid,L6,50.0,Fell,1974.0,41.2,-73.13333,"(41.2, -73.13333)"
961,St-Robert,23733,Valid,H5,25400.0,Fell,1994.0,45.96861,-72.97806,"(45.96861, -72.97806)"
962,Success,23736,Valid,L6,3500.0,Fell,1924.0,36.48333,-90.66667,"(36.48333, -90.66667)"
969,Sutter's Mill,55529,Valid,C,992.5,Fell,2012.0,38.80389,-120.90806,"(38.80389, -120.90806)"
970,Sylacauga,23773,Valid,H4,5560.0,Fell,1954.0,33.18836,-86.2945,"(33.18836, -86.2945)"
992,Tilden,23998,Valid,L6,74800.0,Fell,1927.0,38.2,-89.68333,"(38.2, -89.68333)"
1005,Torrington,24032,Valid,H6,259.1,Fell,1944.0,42.06667,-104.16667,"(42.06667, -104.16667)"
1013,Troup,24054,Valid,L6,1020.0,Fell,1917.0,32.16667,-95.1,"(32.16667, -95.1)"
1019,Turtle Lake,47343,Valid,L5,89.3,Fell,1996.0,45.34583,-92.05167,"(45.34583, -92.05167)"
1050,Vernon County,24168,Valid,H6,1500.0,Fell,1865.0,43.5,-91.16667,"(43.5, -91.16667)"
1061,Walters,24210,Valid,L6,28100.0,Fell,1946.0,34.33333,-98.3,"(34.33333, -98.3)"
1062,Warrenton,24215,Valid,CO3.7,1600.0,Fell,1877.0,38.68333,-91.15,"(38.68333, -91.15)"
1063,Washougal,24218,Valid,Howardite,225.0,Fell,1939.0,45.58333,-122.35,"(45.58333, -122.35)"
1066,Weston,24249,Valid,H4,150000.0,Fell,1807.0,41.266667,-73.266667,"(41.266667, -73.266667)"
1067,Wethersfield (1971),24250,Valid,L6,350.0,Fell,1971.0,41.7,-72.65,"(41.7, -72.65)"
1068,Wethersfield (1982),24251,Valid,L6,2756.0,Fell,1982.0,41.71056,-72.67361,"(41.71056, -72.67361)"
1069,Whetstone Mountains,49514,Valid,H5,2138.74,Fell,2009.0,31.96185,-110.434183,"(31.96185, -110.434183)"
1077,Worden,24337,Valid,L5,1551.0,Fell,1997.0,42.38467,-83.6115,"(42.38467, -83.6115)"
1089,Yorktown (New York),30370,Valid,L5,250.0,Fell,1869.0,41.28333,-73.81667,"(41.28333, -73.81667)"
1111,Abajo,4,Valid,H5,331.0,Found,1982.0,26.8,-105.41667,"(26.8, -105.41667)"
1113,Abbott,5,Valid,H3-6,21100.0,Found,1951.0,36.3,-104.28333,"(36.3, -104.28333)"
1114,Abernathy,7,Valid,L6,2914.0,Found,1941.0,33.85,-101.8,"(33.85, -101.8)"
1515,Achilles,369,Valid,H5,16000.0,Found,1924.0,39.77667,-100.81333,"(39.77667, -100.81333)"
1516,Ackerly,55379,Valid,L5,3046.0,Found,1995.0,32.59033,-101.77217,"(32.59033, -101.77217)"
1517,Acme,371,Valid,H5,75000.0,Found,1947.0,33.63333,-104.26667,"(33.63333, -104.26667)"
1518,Acomita,372,Valid,"Pallasite, PMG",3956.0,Found,1962.0,35.05,-107.56667,"(35.05, -107.56667)"
1519,Acuña,373,Valid,"Iron, IIIAB",217700.0,Found,1981.0,29.31667,-100.96667,"(29.31667, -100.96667)"
1522,Adams County,375,Valid,H5,5700.0,Found,1928.0,39.96667,-103.76667,"(39.96667, -103.76667)"
1526,Admire,380,Valid,"Pallasite, PMG",180000.0,Found,1881.0,38.7,-96.1,"(38.7, -96.1)"
1535,Adrian,388,Valid,H4,22600.0,Found,1936.0,35.15,-102.71667,"(35.15, -102.71667)"
1559,Ahumada,419,Valid,"Pallasite, PMG",52600.0,Found,1909.0,30.7,-105.5,"(30.7, -105.5)"
1560,Aiken,421,Valid,OC,956.0,Found,1936.0,34.2,-101.5,"(34.2, -101.5)"
1561,Ainsworth,422,Valid,"Iron, IIAB",80650.0,Found,1907.0,42.6,-99.8,"(42.6, -99.8)"
1564,Akron (1940),430,Valid,H6,1050.0,Found,1940.0,40.15,-103.16667,"(40.15, -103.16667)"
1565,Akron (1961),431,Valid,L6,4000.0,Found,1961.0,40.15,-103.16667,"(40.15, -103.16667)"
1619,Alamogordo,449,Valid,H5,13600.0,Found,1938.0,32.9,-105.93333,"(32.9, -105.93333)"
1620,Alamosa,450,Valid,L6,1800.0,Found,1937.0,37.46667,-105.86667,"(37.46667, -105.86667)"
1622,Albin (pallasite),455,Valid,"Pallasite, PMG",37600.0,Found,1915.0,41.5,-104.1,"(41.5, -104.1)"
1623,Albin (stone),456,Valid,L,15400.0,Found,1949.0,41.41667,-104.1,"(41.41667, -104.1)"
1624,Albion,457,Valid,"Iron, IVA",12280.0,Found,1966.0,46.83333,-117.25,"(46.83333, -117.25)"
1625,Aldama (a),459,Valid,"Iron, IIIAB",11000.0,Found,1985.0,28.83333,-105.86667,"(28.83333, -105.86667)"
1626,Aldama (b),460,Valid,H5,66.5,Found,1996.0,25.05,-106.0,"(25.05, -106.0)"
1627,Alexander County,464,Valid,"Iron, IAB complex",192.0,Found,1875.0,35.75,-81.25,"(35.75, -81.25)"
1631,Algoma,470,Valid,"Iron, IAB-sHL",4100.0,Found,1887.0,44.65,-87.46667,"(44.65, -87.46667)"
1635,Alkali,474,Valid,H6,30.47,Found,1998.0,37.86667,-117.4,"(37.86667, -117.4)"
1636,Alkali Flat,55662,Valid,L5,28.0,Found,2011.0,32.306,-108.9038,"(32.306, -108.9038)"
3407,Allen,2277,Valid,H4,1407.0,Found,1923.0,33.1,-96.7,"(33.1, -96.7)"
3408,Allred,2280,Valid,L4,6570.0,Found,1978.0,33.1,-102.95,"(33.1, -102.95)"
3409,Almelo Township,2281,Valid,L5,3180.0,Found,1949.0,39.6,-100.11667,"(39.6, -100.11667)"
3412,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,1932.0,40.56667,-110.48333,"(40.56667, -110.48333)"
3413,Alvord,2287,Valid,"Iron, IVA",17500.0,Found,1976.0,43.32222,-96.28889,"(43.32222, -96.28889)"
3415,Amber,2291,Valid,L6,4532.0,Found,1934.0,35.16667,-97.88333,"(35.16667, -97.88333)"
3417,Amherst,2293,Valid,L6,8500.0,Found,1947.0,40.8,-99.2,"(40.8, -99.2)"
3419,Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,1916.0,44.25,-88.25,"(44.25, -88.25)"
3421,Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,1961.0,45.2,-93.43333,"(45.2, -93.43333)"
3423,Anson,2308,Valid,L6,3900.0,Found,1972.0,39.33333,-97.56167,"(39.33333, -97.56167)"
3425,Antelope,57455,Valid,H4,754.0,Found,2012.0,40.90183,-118.54465,"(40.90183, -118.54465)"
3426,Anthony,2310,Valid,H5,20000.0,Found,1919.0,37.08333,-98.05,"(37.08333, -98.05)"
3427,Anthony Gap,56391,Valid,L6,347.36,Found,2011.0,32.00584,-106.56028,"(32.00584, -106.56028)"
3428,Anton,2311,Valid,H4,41800.0,Found,1965.0,33.7825,-102.18111,"(33.7825, -102.18111)"
3431,Apache Junction,54566,Valid,"Iron, IIIAB",25000.0,Found,,33.45,-111.51667,"(33.45, -111.51667)"
3432,Apex,2315,Valid,L6,6.1,Found,1938.0,39.75,-105.2,"(39.75, -105.2)"
3442,Arapahoe,2323,Valid,L5,19083.0,Found,1940.0,38.8,-102.2,"(38.8, -102.2)"
3445,Arcadia,2326,Valid,LL6,19400.0,Found,1937.0,41.41667,-99.1,"(41.41667, -99.1)"
3446,Arch,2327,Valid,CV3,985.8,Found,1972.0,34.15,-103.22,"(34.15, -103.22)"
3447,Arches,2328,Valid,L5,534.0,Found,2001.0,38.68867,-109.58517,"(38.68867, -109.58517)"
3449,Argonia,2331,Valid,"Pallasite, PMG-an",84.0,Found,1940.0,37.26667,-97.76667,"(37.26667, -97.76667)"
3450,Arispe,2332,Valid,"Iron, IC",683000.0,Found,1896.0,30.33333,-109.98333,"(30.33333, -109.98333)"
3451,Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,1999.0,31.59391,-111.37023,"(31.59391, -111.37023)"
3452,Arlington,2333,Valid,"Iron, IIE-an",8940.0,Found,1894.0,44.6,-94.1,"(44.6, -94.1)"
3456,Armel,2336,Valid,L5,9200.0,Found,1967.0,39.76667,-102.13333,"(39.76667, -102.13333)"
3459,Arriba,2339,Valid,L5,31100.0,Found,1936.0,39.3,-103.25,"(39.3, -103.25)"
3463,Asheville,2347,Valid,"Iron, IIIAB",800.0,Found,1839.0,35.58333,-82.53333,"(35.58333, -82.53333)"
3464,Ashfork,2348,Valid,"Iron, IAB-MG",27000.0,Found,1901.0,35.25,-112.5,"(35.25, -112.5)"
3465,Ashmore,2349,Valid,H5,55400.0,Found,1969.0,32.9,-102.28333,"(32.9, -102.28333)"
4999,Atlanta,4886,Valid,EL6,5500.0,Found,1938.0,31.8,-92.75,"(31.8, -92.75)"
5000,Attica,4890,Valid,H4,5622.0,Found,1996.0,37.25,-98.13333,"(37.25, -98.13333)"
5001,Atwood,4891,Valid,L6,2100.0,Found,1963.0,40.51667,-103.26667,"(40.51667, -103.26667)"
5002,Atwood (b),4892,Valid,OC,77.0,Found,1964.0,40.51667,-103.26667,"(40.51667, -103.26667)"
5003,Aubrey Hills,56393,Valid,H6,560.8,Found,2010.0,34.38063,-114.16705,"(34.38063, -114.16705)"
5004,Auburn,4894,Valid,"Iron, IIG",3630.0,Found,1867.0,32.63333,-85.5,"(32.63333, -85.5)"
5005,Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858.0,38.16667,-79.08333,"(38.16667, -79.08333)"
5007,Aurora,4901,Valid,H4,1000.0,Found,1938.0,36.33333,-105.05,"(36.33333, -105.05)"
5010,Axtell,4911,Valid,CV3,6200.0,Found,1943.0,31.66,-96.97167,"(31.66, -96.97167)"
5013,Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,1876.0,36.3,-82.88333,"(36.3, -82.88333)"
5014,Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,1842.0,36.3,-82.88333,"(36.3, -82.88333)"
5016,Bacubirito,4919,Valid,"Iron, ungrouped",22000000.0,Found,1863.0,26.2,-107.83333,"(26.2, -107.83333)"
5017,Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,1959.0,34.613317,-113.398967,"(34.613317, -113.398967)"
5020,Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,1891.0,41.28333,-77.05,"(41.28333, -77.05)"
5023,Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927.0,31.76667,-99.98333,"(31.76667, -99.98333)"
5033,Barrilla,4952,Valid,H5,11100.0,Found,1994.0,30.78333,-103.46667,"(30.78333, -103.46667)"
5034,Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,1938.0,30.83333,-97.5,"(30.83333, -97.5)"
5036,Barwise,4955,Valid,H5,10400.0,Found,1950.0,34.0,-101.5,"(34.0, -101.5)"
5053,Batesland,4973,Valid,H5,2500.0,Found,1961.0,43.13333,-102.1,"(43.13333, -102.1)"
5055,Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667,"(41.81667, -103.36667)"
5058,Bear Creek,4982,Valid,"Iron, IIIAB",227000.0,Found,1866.0,39.6,-105.3,"(39.6, -105.3)"
5059,Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,"(44.5, -104.2)"
5060,Beaver,4985,Valid,L5,25628.0,Found,1940.0,36.8,-100.53333,"(36.8, -100.53333)"
5061,Beaver-Harrison,4987,Valid,L6,925.0,Found,1979.0,38.48417,-113.13639,"(38.48417, -113.13639)"
5066,Beeler,4994,Valid,LL6,11620.0,Found,1924.0,38.53333,-100.21667,"(38.53333, -100.21667)"
5067,Beenham,4995,Valid,L5,44400.0,Found,1937.0,36.21667,-103.65,"(36.21667, -103.65)"
5068,Beer Bottle Pass,4996,Valid,L5,8.9,Found,1999.0,35.66117,-115.33333,"(35.66117, -115.33333)"
5075,Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,"(37.31667, -97.25)"
5078,Belmont,5008,Valid,H6,25300.0,Found,1958.0,42.73333,-90.35,"(42.73333, -90.35)"
