,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
36306,Roosevelt County 015,22670,Valid,H5,16.3,Found,1981.0,34.1,-103.48333,"(34.1, -103.48333)"
36307,Roosevelt County 016,22671,Valid,H5,138.2,Found,1981.0,34.1,-103.48333,"(34.1, -103.48333)"
36308,Roosevelt County 017,22672,Valid,L6,177.8,Found,1981.0,34.21667,-103.2,"(34.21667, -103.2)"
36309,Roosevelt County 018,22673,Valid,H5,10.8,Found,1981.0,34.31667,-103.41667,"(34.31667, -103.41667)"
36310,Roosevelt County 019,22674,Valid,L5,450.0,Found,1982.0,34.11667,-103.56667,"(34.11667, -103.56667)"
36311,Roosevelt County 020,22675,Valid,L5,528.0,Found,1983.0,34.13333,-103.56667,"(34.13333, -103.56667)"
36312,Roosevelt County 021,22676,Valid,H5,96.0,Found,1983.0,33.81806,-103.20694,"(33.81806, -103.20694)"
36313,Roosevelt County 022,22677,Valid,L6,8.7,Found,1983.0,34.21667,-103.28333,"(34.21667, -103.28333)"
36314,Roosevelt County 023,22678,Valid,H5,59.2,Found,1984.0,34.18333,-103.23333,"(34.18333, -103.23333)"
36315,Roosevelt County 024,22679,Valid,H5,5.6,Found,1984.0,34.08333,-103.5,"(34.08333, -103.5)"
36316,Roosevelt County 025,22680,Valid,L5,4.3,Found,1984.0,34.08333,-103.5,"(34.08333, -103.5)"
36317,Roosevelt County 026,22681,Valid,L6,12.4,Found,1984.0,34.15,-104.01667,"(34.15, -104.01667)"
36318,Roosevelt County 027,22682,Valid,Ureilite,22.3,Found,1984.0,33.8,-103.25,"(33.8, -103.25)"
36319,Roosevelt County 028,22683,Valid,L5,67.3,Found,1984.0,34.08333,-103.5,"(34.08333, -103.5)"
36320,Roosevelt County 029,22684,Valid,H4,4.9,Found,1984.0,34.08333,-103.5,"(34.08333, -103.5)"
36321,Roosevelt County 030,22685,Valid,H4,3.1,Found,1984.0,34.28333,-103.43333,"(34.28333, -103.43333)"
36322,Roosevelt County 031,22686,Valid,H3.9,397.1,Found,1984.0,33.78333,-103.55,"(33.78333, -103.55)"
36323,Roosevelt County 032,22687,Valid,H5,141.1,Found,1968.0,34.08333,-103.5,"(34.08333, -103.5)"
36324,Roosevelt County 033,22688,Valid,L4,21.8,Found,1968.0,34.08333,-103.5,"(34.08333, -103.5)"
36325,Roosevelt County 034,22689,Valid,H5,118.5,Found,1968.0,34.08333,-103.61667,"(34.08333, -103.61667)"
36326,Roosevelt County 035,22690,Valid,L6,81.59999999999998,Found,1968.0,34.08333,-103.61667,"(34.08333, -103.61667)"
36327,Roosevelt County 036,22691,Valid,H5,65.2,Found,1968.0,34.08333,-103.61667,"(34.08333, -103.61667)"
36328,Roosevelt County 037,22692,Valid,H4/5,94.3,Found,1968.0,34.08333,-103.51667,"(34.08333, -103.51667)"
36329,Roosevelt County 038,22693,Valid,H5,49.4,Found,1968.0,34.3,-103.45,"(34.3, -103.45)"
36330,Roosevelt County 039,22694,Valid,H5,38.0,Found,1969.0,34.08333,-103.5,"(34.08333, -103.5)"
36331,Roosevelt County 040,22695,Valid,H5,71.1,Found,1969.0,34.08333,-103.5,"(34.08333, -103.5)"
36332,Roosevelt County 041,22696,Valid,L5,32.4,Found,1969.0,34.08333,-103.5,"(34.08333, -103.5)"
36333,Roosevelt County 042,22697,Valid,H5,32.6,Found,1969.0,34.08333,-103.51667,"(34.08333, -103.51667)"
36334,Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969.0,34.08333,-103.61667,"(34.08333, -103.61667)"
36335,Roosevelt County 044,22699,Valid,L6,439.1,Found,1970.0,34.25,-103.51667,"(34.25, -103.51667)"
36336,Roosevelt County 045,22700,Valid,L6,55.5,Found,1970.0,34.23333,-103.25,"(34.23333, -103.25)"
36337,Roosevelt County 046,22701,Valid,H5,120.4,Found,1970.0,34.1,-103.48333,"(34.1, -103.48333)"
36338,Roosevelt County 047,22702,Valid,L6,30.3,Found,1970.0,34.13333,-103.36667,"(34.13333, -103.36667)"
36339,Roosevelt County 048,22703,Valid,L6,57.3,Found,1970.0,33.61667,-103.45,"(33.61667, -103.45)"
36340,Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971.0,34.08333,-103.5,"(34.08333, -103.5)"
36341,Roosevelt County 050,22705,Valid,L4,13.1,Found,1971.0,34.08333,-103.5,"(34.08333, -103.5)"
36342,Roosevelt County 051,22706,Valid,L5,29.4,Found,1971.0,34.21667,-103.35,"(34.21667, -103.35)"
36344,Roosevelt County 052,22707,Valid,H5,17.7,Found,1971.0,34.1,-103.48333,"(34.1, -103.48333)"
36345,Roosevelt County 053,22708,Valid,H5,10.8,Found,1971.0,33.88333,-103.7,"(33.88333, -103.7)"
36346,Roosevelt County 054,22709,Valid,H5,361.5,Found,1971.0,34.3,-103.43333,"(34.3, -103.43333)"
36347,Roosevelt County 055,22710,Valid,H5,7.9,Found,1971.0,34.3,-103.43333,"(34.3, -103.43333)"
36348,Roosevelt County 056,22711,Valid,H5,10.3,Found,1972.0,34.41667,-103.58333,"(34.41667, -103.58333)"
36349,Roosevelt County 057,22712,Valid,L5,7.7,Found,1973.0,34.21667,-103.28333,"(34.21667, -103.28333)"
36350,Roosevelt County 058,22713,Valid,L4,12.0,Found,1968.0,34.08333,-103.5,"(34.08333, -103.5)"
36351,Roosevelt County 059,22714,Valid,L6,26.2,Found,1968.0,34.08333,-103.5,"(34.08333, -103.5)"
36352,Roosevelt County 060,22715,Valid,H5,34.2,Found,1968.0,34.08333,-103.61667,"(34.08333, -103.61667)"
36353,Roosevelt County 061,22716,Valid,H5,49.5,Found,1968.0,34.08333,-103.51667,"(34.08333, -103.51667)"
36354,Roosevelt County 062,22717,Valid,H5,16.2,Found,1969.0,34.21667,-103.5,"(34.21667, -103.5)"
36355,Roosevelt County 063,22718,Valid,L4,34.7,Found,1969.0,34.08333,-103.5,"(34.08333, -103.5)"
36356,Roosevelt County 064,22719,Valid,H5,24.8,Found,1969.0,34.08333,-103.5,"(34.08333, -103.5)"
36357,Roosevelt County 065,22720,Valid,H5,405.8,Found,1971.0,33.61667,-103.45,"(33.61667, -103.45)"
36358,Roosevelt County 066,22721,Valid,L5,4.9,Found,1988.0,34.1,-103.48333,"(34.1, -103.48333)"
36359,Roosevelt County 067,22722,Valid,L5,2.1,Found,1988.0,34.1,-103.48333,"(34.1, -103.48333)"
36360,Roosevelt County 068,22723,Valid,L5,13.9,Found,1988.0,34.1,-103.48333,"(34.1, -103.48333)"
36361,Roosevelt County 069,22724,Valid,L5,4.8,Found,1989.0,34.1,-103.48333,"(34.1, -103.48333)"
36362,Roosevelt County 070,22725,Valid,L5,2.3,Found,1989.0,34.1,-103.48333,"(34.1, -103.48333)"
36363,Roosevelt County 071,22726,Valid,L4,5.3,Found,1989.0,34.1,-103.48333,"(34.1, -103.48333)"
36364,Roosevelt County 072,22727,Valid,L5,9.8,Found,1989.0,34.1,-103.48333,"(34.1, -103.48333)"
36365,Roosevelt County 073,22728,Valid,H5,288.0,Found,1989.0,34.08333,-103.48333,"(34.08333, -103.48333)"
36366,Roosevelt County 074,22729,Valid,L5,22.2,Found,1990.0,34.08333,-103.51667,"(34.08333, -103.51667)"
36367,Roosevelt County 075,22730,Valid,H3.10,258.0,Found,1990.0,34.18333,-103.43333,"(34.18333, -103.43333)"
36368,Roosevelt County 076,22731,Valid,L4,3.3,Found,1992.0,34.08333,-103.5,"(34.08333, -103.5)"
36369,Roosevelt County 077,22732,Valid,L4,10.9,Found,1992.0,34.08333,-103.5,"(34.08333, -103.5)"
36370,Roosevelt County 078,22733,Valid,L4,6.9,Found,1992.0,34.08333,-103.5,"(34.08333, -103.5)"
36371,Roosevelt County 079,22734,Valid,H4,30.2,Found,1993.0,34.1,-103.58333,"(34.1, -103.58333)"
36372,Roosevelt County 080,22735,Valid,H6,727.8,Found,1968.0,34.05,-103.5,"(34.05, -103.5)"
36373,Roosevelt County 081,22736,Valid,H5,522.2,Found,1969.0,33.63333,-103.16667,"(33.63333, -103.16667)"
36374,Roosevelt County 082,22737,Valid,H4,137.0,Found,1969.0,34.08333,-103.56667,"(34.08333, -103.56667)"
36375,Roosevelt County 083,22738,Valid,H5,14.8,Found,1969.0,33.66667,-103.41667,"(33.66667, -103.41667)"
36376,Roosevelt County 084,22739,Valid,L4,69.6,Found,1969.0,34.2,-103.23333,"(34.2, -103.23333)"
36377,Roosevelt County 085,22740,Valid,L4,140.0,Found,1969.0,34.31667,-103.38333,"(34.31667, -103.38333)"
36378,Roosevelt County 086,22741,Valid,L6,9.0,Found,1974.0,34.28333,-103.28333,"(34.28333, -103.28333)"
36379,Roosevelt County 087,22742,Valid,H5,8.2,Found,1977.0,34.06667,-103.51667,"(34.06667, -103.51667)"
36380,Roosevelt County 088,22743,Valid,H4,7.5,Found,1978.0,33.88333,-103.56667,"(33.88333, -103.56667)"
36381,Roosevelt County 089,22744,Valid,H5,1615.0,Found,1980.0,34.13333,-103.53333,"(34.13333, -103.53333)"
36382,Roosevelt County 090,22745,Valid,H4,6.4,Found,1993.0,34.28333,-103.51667,"(34.28333, -103.51667)"
36383,Roosevelt County 091,22746,Valid,H4,3.15,Found,1994.0,34.08333,-103.5,"(34.08333, -103.5)"
36384,Roosevelt County 092,22747,Valid,L5,34.29,Found,1994.0,34.08333,-103.5,"(34.08333, -103.5)"
36386,Roosevelt County 093,22748,Valid,L5,2.78,Found,1994.0,34.08333,-103.5,"(34.08333, -103.5)"
36387,Roosevelt County 094,22749,Valid,L5,3.55,Found,1994.0,34.08333,-103.5,"(34.08333, -103.5)"
36388,Roosevelt County 095,22750,Valid,L/LL5,12.1,Found,1995.0,34.09167,-103.50167,"(34.09167, -103.50167)"
36389,Roosevelt County 096,22751,Valid,L5,212.2,Found,1996.0,34.09167,-103.67667,"(34.09167, -103.67667)"
36390,Roosevelt County 097,22752,Valid,H4,56.0,Found,1996.0,33.95833,-103.93833,"(33.95833, -103.93833)"
36391,Roosevelt County 098,22753,Valid,L6,15.0,Found,1969.0,34.21667,-103.55,"(34.21667, -103.55)"
36392,Roosevelt County 099,22754,Valid,H(5?),9.8,Found,1969.0,33.6,-103.3,"(33.6, -103.3)"
36393,Roosevelt County 100,22755,Valid,L5,6.8,Found,1970.0,34.3,-103.45,"(34.3, -103.45)"
36394,Roosevelt County 101,22756,Valid,H5,12.6,Found,1979.0,34.05,-103.58333,"(34.05, -103.58333)"
36395,Roosevelt County 102,22757,Valid,L5,8345.0,Found,1988.0,33.995,-103.25,"(33.995, -103.25)"
36396,Roosevelt County 103,22758,Valid,L6,10.0,Found,1998.0,33.73883,-103.65,"(33.73883, -103.65)"
36397,Roosevelt County 104,22759,Valid,L5,51.7,Found,1998.0,33.72217,-103.67333,"(33.72217, -103.67333)"
36398,Roosevelt County 105,22760,Valid,H5,30.0,Found,1998.0,34.18833,-103.94167,"(34.18833, -103.94167)"
36399,Roosevelt County 106,22761,Valid,L6,98.8,Found,2001.0,34.21667,-103.93333,"(34.21667, -103.93333)"
36400,Roosevelt County 107,22762,Valid,L6,81.2,Found,2000.0,34.21667,-103.13333,"(34.21667, -103.13333)"
36401,Roosevelt County 108,47360,Valid,H5,4.75,Found,2004.0,34.21667,-103.18333,"(34.21667, -103.18333)"
36402,Roosevelt County 109,48914,Valid,L6,17.3,Found,2005.0,34.21667,-103.18333,"(34.21667, -103.18333)"
36403,Roosevelt County 110,48991,Valid,L4,73.7,Found,1987.0,33.736667,-103.623333,"(33.736667, -103.623333)"
36405,Rosamond,57434,Valid,LL3,11.1,Found,2012.0,34.82793,-118.1464,"(34.82793, -118.1464)"
36406,Rosamond Dry Lake,22764,Valid,L,850.0,Found,1940.0,34.83333,-118.06667,"(34.83333, -118.06667)"
36408,Rosebud,22767,Valid,H5,54900.0,Found,1915.0,30.81667,-97.05,"(30.81667, -97.05)"
36409,Round Top (a),22768,Valid,L5,9935.0,Found,1934.0,30.05806,-96.65139,"(30.05806, -96.65139)"
36410,Round Top (b),22769,Valid,H4,7166.0,Found,1939.0,30.06667,-96.7,"(30.06667, -96.7)"
36411,Roundsprings,22770,Valid,H5,6000.0,Found,1986.0,39.16667,-98.43333,"(39.16667, -98.43333)"
36412,Roundup,22771,Valid,"Iron, IIIAB",17590.0,Found,1990.0,46.78333,-108.56667,"(46.78333, -108.56667)"
36414,Roy (1933),22774,Valid,L5,47200.0,Found,1933.0,35.95,-104.2,"(35.95, -104.2)"
36415,Roy (1934),22775,Valid,L6,5619.0,Found,1934.0,35.95,-104.2,"(35.95, -104.2)"
36419,Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844.0,34.3,-81.4,"(34.3, -81.4)"
36421,Rush County,22785,Valid,H5,4300.0,Found,1948.0,39.5,-85.5,"(39.5, -85.5)"
36422,Rush Creek,22786,Valid,L6,9300.0,Found,1938.0,38.61667,-102.71667,"(38.61667, -102.71667)"
36423,Rushville,22787,Valid,L5,50.0,Found,1866.0,39.61667,-85.45,"(39.61667, -85.45)"
36424,Russel Gulch,22788,Valid,"Iron, IIIAB",13200.0,Found,1863.0,39.8,-105.5,"(39.8, -105.5)"
36425,Ryan Field,22789,Valid,H5,8.9,Found,1982.0,32.13333,-111.13333,"(32.13333, -111.13333)"
36427,Sacramento Mountains,22794,Valid,"Iron, IIIAB",237200.0,Found,1890.0,32.91667,-104.66667,"(32.91667, -104.66667)"
36428,Sacramento Wash 001,34065,Valid,H4,98.9,Found,2003.0,34.75637,-114.23435,"(34.75637, -114.23435)"
36429,Sacramento Wash 002,34066,Valid,H4,892.8,Found,2004.0,34.75635,-114.2343,"(34.75635, -114.2343)"
36430,Sacramento Wash 003,34067,Valid,H4,89.2,Found,2004.0,34.75873,-114.23342,"(34.75873, -114.23342)"
36431,Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004.0,34.75078,-114.22717,"(34.75078, -114.22717)"
36432,Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004.0,34.74667,-114.21,"(34.74667, -114.21)"
36434,Saginaw,22797,Valid,Iron,44500.0,Found,1979.0,32.86583,-97.32306,"(32.86583, -97.32306)"
36724,Saint Augustine,23080,Valid,"Iron, IID",22000.0,Found,1974.0,40.71667,-90.41667,"(40.71667, -90.41667)"
36727,Salaices,23105,Valid,H4,24500.0,Found,1971.0,27.0,-105.25,"(27.0, -105.25)"
36730,Salina,23108,Valid,Iron,235.0,Found,1908.0,38.98333,-111.85,"(38.98333, -111.85)"
36731,Saline,23109,Valid,H5,30800.0,Found,1901.0,39.4,-100.4,"(39.4, -100.4)"
36733,Salt Lake City,23112,Valid,H5,875.0,Found,1869.0,40.91667,-111.66667,"(40.91667, -111.66667)"
36734,Salt River,23113,Valid,"Iron, IIC",3600.0,Found,1850.0,37.95,-85.78333,"(37.95, -85.78333)"
36735,Sam's Valley,23116,Valid,"Iron, IIIAB",6920.0,Found,1894.0,42.53333,-122.875,"(42.53333, -122.875)"
36736,San Angelo,23117,Valid,"Iron, IIIAB",88000.0,Found,1897.0,31.41667,-100.35,"(31.41667, -100.35)"
36737,San Bernardino Wash,55265,Valid,L5,258.0,Found,2010.0,34.00056,-115.72972,"(34.00056, -115.72972)"
36741,San Emigdio,23122,Valid,H4,36000.0,Found,1887.0,36.0,-119.0,"(36.0, -119.0)"
36743,San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920.0,35.0,-112.0,"(35.0, -112.0)"
36744,San Joaquin,47356,Valid,L5/6,31.8,Found,2005.0,32.16657,-111.11718,"(32.16657, -111.11718)"
36813,San Pedro Springs,23131,Valid,L6,72.0,Found,1887.0,29.5,-98.5,"(29.5, -98.5)"
36815,Sand Creek,23133,Valid,H5,2443.0,Found,1986.0,39.43,-99.995,"(39.43, -99.995)"
36816,Sand Draw,23134,Valid,H5,1200.0,Found,1947.0,40.81667,-102.25,"(40.81667, -102.25)"
36817,Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,1936.0,30.13333,-102.15,"(30.13333, -102.15)"
36826,Sandy Creek,23158,Valid,L5,1330.0,Found,1999.0,40.43333,-98.06667,"(40.43333, -98.06667)"
36879,Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,1925.0,35.25,-106.5,"(35.25, -106.5)"
36880,Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938.0,35.93333,-91.63333,"(35.93333, -91.63333)"
36886,Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950.0,27.33333,-112.33333,"(27.33333, -112.33333)"
36892,Sappa,23175,Valid,L6,5950.0,Found,1983.0,39.84433,-100.51,"(39.84433, -100.51)"
36893,Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940.0,32.94889,-81.865,"(32.94889, -81.865)"
36903,Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923.0,35.16667,-88.18333,"(35.16667, -88.18333)"
36904,Sawtooth Knob,23191,Valid,"Iron, IIAB",18.54,Found,2002.0,40.86217,-118.54167,"(40.86217, -118.54167)"
36905,Sawyer,53806,Valid,H4,8100.0,Found,2006.0,37.52392,-98.62993,"(37.52392, -98.62993)"
37384,Scott City,23462,Valid,H5,2135.0,Found,1905.0,38.46667,-100.93333,"(38.46667, -100.93333)"
37417,Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867.0,36.76667,-86.16667,"(36.76667, -86.16667)"
37418,Scurry,23468,Valid,H5,118000.0,Found,1937.0,32.5,-101.0,"(32.5, -101.0)"
37419,Seagraves,23469,Valid,H4,13000.0,Found,1962.0,32.93333,-102.58333,"(32.93333, -102.58333)"
37420,Seagraves (b),23470,Valid,H5,4600.0,Found,1976.0,32.91722,-102.5,"(32.91722, -102.5)"
37421,Seagraves (c),23471,Valid,L6/7,26810.0,Found,1989.0,32.98333,-102.56667,"(32.98333, -102.56667)"
37425,Seguin,23478,Valid,H6,750.0,Found,1956.0,39.36667,-100.63333,"(39.36667, -100.63333)"
37426,Seibert (a),23479,Valid,H5,3500.0,Found,1941.0,39.3,-102.83333,"(39.3, -102.83333)"
37427,Seibert (b),23480,Valid,L6,8600.0,Found,1991.0,39.27667,-102.88667,"(39.27667, -102.88667)"
37429,Selden,23484,Valid,LL5,1560.0,Found,1960.0,39.53333,-100.56667,"(39.53333, -100.56667)"
37430,Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949.0,35.28333,-112.86667,"(35.28333, -112.86667)"
37431,Selma,23486,Valid,H4,140600.0,Found,1906.0,32.4,-87.0,"(32.4, -87.0)"
37432,Seminole,23488,Valid,H4,43900.0,Found,1961.0,32.68333,-102.61667,"(32.68333, -102.61667)"
37433,Seminole (b),23489,Valid,H4,1184.0,Found,1965.0,32.54333,-102.705,"(32.54333, -102.705)"
37434,Seminole (c),23490,Valid,H4,1711.0,Found,1967.0,32.55,-102.39167,"(32.55, -102.39167)"
37435,Seminole (d),23491,Valid,H6,1710.0,Found,1976.0,32.71667,-102.65,"(32.71667, -102.65)"
37436,Seminole (e),23492,Valid,H5,758.2,Found,1977.0,32.71667,-102.65,"(32.71667, -102.65)"
37437,Seminole (f),54436,Valid,H5,5421.0,Found,2008.0,32.70038,-102.67268,"(32.70038, -102.67268)"
37438,Seminole (g),55293,Valid,H5,640.4,Found,1999.0,32.71667,-102.65,"(32.71667, -102.65)"
37439,Seminole Draw (a),23493,Valid,L6,478.0,Found,1976.0,32.71667,-102.65,"(32.71667, -102.65)"
37440,Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976.0,32.71667,-102.65,"(32.71667, -102.65)"
37441,Seneca,23497,Valid,H4,1900.0,Found,1936.0,39.83333,-96.06667,"(39.83333, -96.06667)"
37442,Seneca Falls,23498,Valid,"Iron, IIIAB",4000.0,Found,1850.0,42.91667,-76.78333,"(42.91667, -76.78333)"
37443,Seneca Township,23499,Valid,"Iron, IVA",11500.0,Found,1923.0,41.78333,-84.18333,"(41.78333, -84.18333)"
37446,Seth Ward,23505,Valid,H5,3800.0,Found,1977.0,34.26889,-101.64722,"(34.26889, -101.64722)"
37450,Seymour,23511,Valid,"Iron, IAB-MG",25900.0,Found,1940.0,37.2375,-92.78694,"(37.2375, -92.78694)"
37451,Shafter Lake,23513,Valid,H5,3027.0,Found,1933.0,32.4,-102.58333,"(32.4, -102.58333)"
37473,Shallowater,23522,Valid,Aubrite,4650.0,Found,1936.0,33.7,-101.93333,"(33.7, -101.93333)"
37475,Sharon Springs,23524,Valid,L6,23400.0,Found,1983.0,38.77083,-101.79833,"(38.77083, -101.79833)"
37476,Shaw,23526,Valid,L6/7,17500.0,Found,1937.0,39.53333,-103.33333,"(39.53333, -103.33333)"
37478,Sheephole Valley,23527,Valid,H4,62.1,Found,1999.0,34.125,-115.56333,"(34.125, -115.56333)"
37479,Sheephole Valley 002,23528,Valid,L4,4.4,Found,1999.0,34.125,-115.56333,"(34.125, -115.56333)"
37481,Shields,23533,Valid,H5,9780.0,Found,1962.0,38.7,-100.35,"(38.7, -100.35)"
37482,Shingle Springs,23535,Valid,"Iron, ungrouped",39000.0,Found,1869.0,38.66667,-120.93333,"(38.66667, -120.93333)"
37609,Shrewsbury,23581,Valid,"Iron, IAB-sLL",12000.0,Found,1907.0,39.76667,-76.66667,"(39.76667, -76.66667)"
37610,Sidney,23585,Valid,L,6000.0,Found,1941.0,41.05,-102.9,"(41.05, -102.9)"
37611,Sierra Blanca,23587,Valid,"Iron, IAB?",405.0,Found,1784.0,27.15,-104.9,"(27.15, -104.9)"
37613,Sierra County,23589,Valid,H5,1000.0,Found,1962.0,33.0,-107.5,"(33.0, -107.5)"
37616,Signal Mountain,23592,Valid,"Iron, IVA",63500.0,Found,1919.0,32.5,-115.5,"(32.5, -115.5)"
37618,Silurian Dry Lake,23595,Valid,LL6,43.8,Found,2000.0,35.51752,-116.17607,"(35.51752, -116.17607)"
37619,Silver Bell,23596,Valid,"Iron, IIAB",5100.0,Found,1939.0,32.48333,-111.56667,"(32.48333, -111.56667)"
37620,Silver Crown,23597,Valid,"Iron, IAB-MG",11600.0,Found,1887.0,41.23333,-104.98333,"(41.23333, -104.98333)"
37621,Silver Dry Lake 001,23598,Valid,L4,218.8,Found,2000.0,35.37333,-116.125,"(35.37333, -116.125)"
37622,Silver Dry Lake 002,23599,Valid,H6,16.5,Found,2000.0,35.34443,-116.11485,"(35.34443, -116.11485)"
37624,Silverton (Texas),23601,Valid,H4,2576.0,Found,1938.0,34.53333,-101.18333,"(34.53333, -101.18333)"
37637,Slaton,23625,Valid,L4,1070.0,Found,1941.0,33.43333,-101.75,"(33.43333, -101.75)"
37665,Sligo,23644,Valid,H3.9,78.0,Found,1976.0,33.11861,-102.74056,"(33.11861, -102.74056)"
37667,Slovak,23647,Valid,H5,8220.0,Found,1962.0,34.65,-91.58333,"(34.65, -91.58333)"
37669,Smith Center,23649,Valid,L6,1585.0,Found,1937.0,39.83333,-99.01667,"(39.83333, -99.01667)"
37670,Smithland,23650,Valid,"Iron, IVA",5000.0,Found,1839.0,37.13333,-88.4,"(37.13333, -88.4)"
37671,Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,1940.0,34.0,-83.16667,"(34.0, -83.16667)"
37672,Smith's Mountain,23652,Valid,"Iron, IIIAB",5000.0,Found,1863.0,36.41667,-80.0,"(36.41667, -80.0)"
37674,Smithville,23654,Valid,"Iron, IAB-MG",70500.0,Found,1840.0,35.98333,-85.85,"(35.98333, -85.85)"
37675,Smokey Spring,57453,Valid,H4,254.0,Found,2011.0,40.95465,-118.49693,"(40.95465, -118.49693)"
37676,Smyer,23655,Valid,H6,3273.0,Found,1968.0,33.58333,-102.16667,"(33.58333, -102.16667)"
37678,Snyder,23657,Valid,H3,16900.0,Found,1983.0,32.71667,-100.91667,"(32.71667, -100.91667)"
37679,Snyder Hill,23658,Valid,L5,1160.0,Found,1994.0,32.15833,-111.11333,"(32.15833, -111.11333)"
37680,Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,1927.0,33.7,-83.7,"(33.7, -83.7)"
37683,Somervell County,23665,Valid,"Pallasite, PMG",11800.0,Found,1919.0,32.18333,-97.8,"(32.18333, -97.8)"
37684,Somesbar,23666,Valid,H6,60.0,Found,1977.0,41.38333,-123.5,"(41.38333, -123.5)"
37685,Soper,23669,Valid,"Iron, ungrouped",3700.0,Found,1938.0,34.03333,-95.58333,"(34.03333, -95.58333)"
37688,South Bend,23675,Valid,"Pallasite, PMG",2500.0,Found,1893.0,41.65,-86.21667,"(41.65, -86.21667)"
37689,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,1915.0,43.03333,-78.03333,"(43.03333, -78.03333)"
37692,South Plains,23680,Valid,L5,4763.0,Found,1971.0,34.26667,-101.25,"(34.26667, -101.25)"
37693,Southampton,23682,Valid,Pallasite,3580.0,Found,2001.0,44.50642,-81.37217,"(44.50642, -81.37217)"
37696,Spade,23686,Valid,H6,8860.0,Found,2000.0,34.00111,-102.12833,"(34.00111, -102.12833)"
37697,Spearman,23687,Valid,"Iron, IIIAB",10400.0,Found,1934.0,36.25,-101.21667,"(36.25, -101.21667)"
37698,Springer,23688,Valid,H5,8143.0,Found,1965.0,36.34611,-97.185,"(36.34611, -97.185)"
37699,Springfield,23689,Valid,L6,3200.0,Found,1937.0,37.38333,-102.63333,"(37.38333, -102.63333)"
37700,Springfield (b),23690,Valid,L,229.3,Found,1937.0,37.48333,-102.67667,"(37.48333, -102.67667)"
37701,Springlake,23691,Valid,L6,17300.0,Found,1980.0,34.34444,-102.22361,"(34.34444, -102.22361)"
37703,Spruce 001,56165,Valid,L5,983.0,Found,2011.0,40.801,-114.701,"(40.801, -114.701)"
37704,Spruce 002,56166,Valid,L6,18.0,Found,2011.0,40.792,-114.708,"(40.792, -114.708)"
37705,Squaw Creek,23693,Valid,"Iron, IIAB",14500.0,Found,,32.0,-98.0,"(32.0, -98.0)"
37707,St. Ann,23079,Valid,H6,373.5,Found,1938.0,40.45,-100.75,"(40.45, -100.75)"
37709,St. Francois County,23085,Valid,"Iron, IC",3600.0,Found,1863.0,37.75,-90.5,"(37.75, -90.5)"
37710,St. Genevieve County,23086,Valid,"Iron, IIIF",244500.0,Found,1888.0,37.96667,-90.31667,"(37.96667, -90.31667)"
37711,St. Lawrence,23088,Valid,LL6,2600.0,Found,1965.0,31.73333,-101.505,"(31.73333, -101.505)"
37712,St. Peter,23094,Valid,L5,6800.0,Found,1957.0,39.4,-100.03333,"(39.4, -100.03333)"
37713,St. Vrain,23095,Valid,OC,45.5,Found,1971.0,34.31833,-103.47167,"(34.31833, -103.47167)"
37714,Starvation Flat,44800,Valid,L5,1250.0,Found,2002.0,36.7845,-114.94967,"(36.7845, -114.94967)"
37716,Statesboro,23715,Valid,L5,2158.26,Found,2000.0,32.4375,-81.91667,"(32.4375, -81.91667)"
37717,Staunton,23716,Valid,"Iron, IIIE",43500.0,Found,1869.0,38.21667,-79.05,"(38.21667, -79.05)"
37720,Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,1950.0,34.21,-101.39,"(34.21, -101.39)"
37721,Sterling,23723,Valid,Pallasite,679.5,Found,1900.0,40.6,-103.18333,"(40.6, -103.18333)"
37723,Stewart Valley 001,55530,Valid,H6,75.59999999999998,Found,2001.0,36.2058,-116.17042,"(36.2058, -116.17042)"
37724,Stewart Valley 002,55531,Valid,L6,28.9,Found,2001.0,36.20758,-116.16918,"(36.20758, -116.16918)"
37725,Stewart Valley 003,55588,Valid,H4,6.8,Found,2001.0,36.21153,-116.16785,"(36.21153, -116.16785)"
37726,Stewart Valley 004,55532,Valid,L6,58.9,Found,2001.0,36.25547,-116.18552,"(36.25547, -116.18552)"
37727,Stewart Valley 005,55533,Valid,L6,62.0,Found,2001.0,36.22907,-116.17935,"(36.22907, -116.17935)"
